IoT_0.EarthFixed.X IoT_0.EarthFixed.Y IoT_0.EarthFixed.Z IoT_1.EarthFixed.X IoT_1.EarthFixed.Y IoT_1.EarthFixed.Z IoT_2.EarthFixed.X IoT_2.EarthFixed.Y IoT_2.EarthFixed.Z IoT_3.EarthFixed.X IoT_3.EarthFixed.Y IoT_3.EarthFixed.Z IoT_4.EarthFixed.X IoT_4.EarthFixed.Y IoT_4.EarthFixed.Z IoT_5.EarthFixed.X IoT_5.EarthFixed.Y IoT_5.EarthFixed.Z IoT_6.EarthFixed.X IoT_6.EarthFixed.Y IoT_6.EarthFixed.Z IoT_7.EarthFixed.X IoT_7.EarthFixed.Y IoT_7.EarthFixed.Z IoT_8.EarthFixed.X IoT_8.EarthFixed.Y IoT_8.EarthFixed.Z IoT_9.EarthFixed.X IoT_9.EarthFixed.Y IoT_9.EarthFixed.Z
-29.32422077745039 -49.4814088213323 6377.876946259979 -571.7108994062648 -28.11336179193101 6352.399463806295 4880.132410558523 -3978.777492597133 1016.985733034846 -253.4856029602421 566.9103999089607 6347.832725343716 3590.979931604263 -4194.569918084843 3192.345375189038 -64.65341222537251 667.7254807257501 6342.758491386446 -1353.263415389321 -196.0667550974991 6229.836162973473 440.2114005305853 -202.7604642187703 6359.695336914368 3311.046595145122 -986.4366485784079 5361.393088041295 4975.937152315115 -997.4607699830979 3863.385061048479
-29.3242207774508 -49.48140882133228 6377.87694625998 -571.7108994062653 -28.11336179193101 6352.399463806296 4880.132410558524 -3978.777492597133 1016.985733034846 -253.4856029602426 566.9103999089609 6347.832725343716 3590.979931604263 -4194.569918084844 3192.345375189038 -64.65341222537293 667.7254807257503 6342.758491386446 -1353.263415389322 -196.0667550974991 6229.836162973474 440.211400530585 -202.7604642187703 6359.695336914369 3311.046595145123 -986.4366485784082 5361.393088041295 4975.937152315117 -997.4607699830977 3863.385061048479
-29.3242207774505 -49.48140882133232 6377.876946259982 -571.710899406265 -28.11336179193103 6352.399463806298 4880.132410558523 -3978.777492597133 1016.985733034847 -253.4856029602423 566.9103999089609 6347.832725343717 3590.979931604263 -4194.569918084847 3192.345375189039 -64.65341222537262 667.7254807257503 6342.758491386447 -1353.263415389321 -196.0667550974991 6229.836162973475 440.2114005305853 -202.7604642187703 6359.69533691437 3311.046595145122 -986.4366485784083 5361.393088041297 4975.937152315115 -997.4607699830981 3863.385061048479
-29.32422077745056 -49.48140882133229 6377.876946259982 -571.7108994062651 -28.11336179193098 6352.399463806298 4880.132410558524 -3978.777492597132 1016.985733034846 -253.4856029602423 566.9103999089606 6347.832725343717 3590.979931604263 -4194.569918084842 3192.345375189039 -64.6534122253727 667.7254807257499 6342.758491386447 -1353.263415389322 -196.0667550974989 6229.836162973475 440.2114005305853 -202.7604642187703 6359.695336914371 3311.046595145122 -986.436648578408 5361.393088041296 4975.937152315116 -997.4607699830979 3863.385061048479
-29.32422077745059 -49.48140882133231 6377.876946259981 -571.710899406265 -28.11336179193101 6352.399463806297 4880.132410558522 -3978.777492597132 1016.985733034846 -253.4856029602423 566.9103999089608 6347.832725343716 3590.979931604261 -4194.569918084844 3192.345375189039 -64.6534122253727 667.7254807257501 6342.758491386447 -1353.263415389321 -196.0667550974991 6229.836162973473 440.2114005305849 -202.7604642187703 6359.695336914369 3311.046595145121 -986.4366485784082 5361.393088041297 4975.937152315114 -997.4607699830979 3863.385061048479
-29.32422077745102 -49.48140882133227 6377.87694625998 -571.7108994062656 -28.11336179193097 6352.399463806296 4880.132410558524 -3978.777492597134 1016.985733034846 -253.4856029602428 566.910399908961 6347.832725343716 3590.979931604263 -4194.569918084846 3192.345375189039 -64.65341222537317 667.7254807257505 6342.758491386446 -1353.263415389322 -196.0667550974991 6229.836162973473 440.2114005305848 -202.7604642187703 6359.69533691437 3311.046595145122 -986.4366485784084 5361.393088041297 4975.937152315116 -997.4607699830982 3863.385061048479
-29.32422077745073 -49.48140882133229 6377.876946259984 -571.7108994062653 -28.11336179193098 6352.399463806299 4880.132410558524 -3978.777492597133 1016.985733034847 -253.4856029602425 566.9103999089609 6347.832725343719 3590.979931604263 -4194.569918084845 3192.34537518904 -64.65341222537282 667.7254807257503 6342.758491386449 -1353.263415389322 -196.0667550974991 6229.836162973476 440.2114005305851 -202.7604642187703 6359.695336914373 3311.046595145122 -986.4366485784082 5361.393088041298 4975.937152315116 -997.4607699830979 3863.38506104848
-29.32422077745079 -49.48140882133227 6377.876946259983 -571.7108994062654 -28.11336179193098 6352.399463806299 4880.132410558524 -3978.777492597133 1016.985733034846 -253.4856029602426 566.9103999089608 6347.832725343719 3590.979931604263 -4194.569918084843 3192.34537518904 -64.65341222537293 667.72548072575 6342.758491386448 -1353.263415389322 -196.066755097499 6229.836162973475 440.211400530585 -202.7604642187703 6359.695336914373 3311.046595145122 -986.4366485784079 5361.393088041297 4975.937152315115 -997.4607699830979 3863.38506104848
-29.32422077745049 -49.48140882133229 6377.876946259982 -571.7108994062647 -28.113361791931 6352.399463806297 4880.132410558522 -3978.777492597133 1016.985733034846 -253.4856029602423 566.9103999089608 6347.832725343717 3590.979931604262 -4194.569918084843 3192.345375189039 -64.65341222537265 667.7254807257498 6342.758491386448 -1353.263415389321 -196.0667550974989 6229.836162973474 440.2114005305851 -202.7604642187703 6359.695336914371 3311.046595145121 -986.4366485784078 5361.393088041297 4975.937152315114 -997.4607699830979 3863.385061048479
-29.32422077745056 -49.48140882133228 6377.876946259981 -571.710899406265 -28.113361791931 6352.399463806297 4880.132410558522 -3978.777492597133 1016.985733034846 -253.4856029602423 566.9103999089607 6347.832725343716 3590.979931604261 -4194.569918084843 3192.345375189039 -64.65341222537269 667.7254807257499 6342.758491386447 -1353.263415389321 -196.066755097499 6229.836162973474 440.211400530585 -202.7604642187702 6359.695336914371 3311.046595145121 -986.4366485784077 5361.393088041296 4975.937152315113 -997.4607699830976 3863.385061048479
-29.324220777451 -49.48140882133224 6377.876946259982 -571.7108994062655 -28.11336179193096 6352.399463806297 4880.132410558525 -3978.777492597133 1016.985733034846 -253.4856029602429 566.910399908961 6347.832725343717 3590.979931604262 -4194.569918084844 3192.345375189039 -64.65341222537317 667.7254807257502 6342.758491386448 -1353.263415389322 -196.066755097499 6229.836162973475 440.2114005305849 -202.7604642187703 6359.695336914371 3311.046595145122 -986.4366485784083 5361.393088041295 4975.937152315117 -997.4607699830981 3863.385061048479
-29.32422077745106 -49.48140882133222 6377.876946259983 -571.7108994062656 -28.11336179193092 6352.399463806298 4880.132410558522 -3978.777492597131 1016.985733034846 -253.4856029602429 566.9103999089606 6347.832725343717 3590.979931604262 -4194.569918084842 3192.345375189039 -64.65341222537319 667.72548072575 6342.758491386448 -1353.263415389322 -196.0667550974989 6229.836162973475 440.2114005305846 -202.7604642187702 6359.695336914371 3311.046595145121 -986.4366485784076 5361.393088041298 4975.937152315114 -997.4607699830975 3863.385061048479
-29.32422077745045 -49.48140882133234 6377.876946259982 -571.7108994062652 -28.11336179193099 6352.399463806298 4880.132410558526 -3978.777492597134 1016.985733034847 -253.4856029602424 566.9103999089609 6347.832725343717 3590.979931604266 -4194.569918084845 3192.34537518904 -64.65341222537261 667.7254807257502 6342.758491386448 -1353.263415389322 -196.0667550974991 6229.836162973475 440.2114005305855 -202.7604642187704 6359.695336914371 3311.046595145124 -986.4366485784086 5361.393088041296 4975.937152315118 -997.4607699830984 3863.385061048479
-29.32422077745086 -49.48140882133226 6377.876946259981 -571.7108994062652 -28.11336179193097 6352.399463806297 4880.132410558522 -3978.777492597133 1016.985733034846 -253.4856029602426 566.9103999089608 6347.832725343716 3590.979931604262 -4194.569918084843 3192.345375189039 -64.65341222537297 667.7254807257501 6342.758491386447 -1353.263415389322 -196.066755097499 6229.836162973474 440.2114005305849 -202.7604642187702 6359.695336914369 3311.046595145122 -986.4366485784079 5361.393088041295 4975.937152315115 -997.4607699830977 3863.385061048479
-29.32422077745058 -49.48140882133229 6377.876946259983 -571.710899406265 -28.11336179193102 6352.399463806298 4880.132410558521 -3978.777492597132 1016.985733034847 -253.4856029602422 566.9103999089608 6347.832725343717 3590.979931604261 -4194.569918084845 3192.34537518904 -64.65341222537268 667.72548072575 6342.758491386448 -1353.263415389321 -196.0667550974991 6229.836162973475 440.2114005305849 -202.7604642187702 6359.695336914372 3311.046595145121 -986.4366485784078 5361.393088041298 4975.937152315113 -997.4607699830975 3863.38506104848
-29.32422077745032 -49.48140882133232 6377.876946259981 -571.7108994062647 -28.113361791931 6352.399463806298 4880.132410558524 -3978.777492597131 1016.985733034847 -253.4856029602422 566.9103999089604 6347.832725343716 3590.979931604264 -4194.569918084843 3192.345375189039 -64.65341222537252 667.7254807257497 6342.758491386447 -1353.263415389321 -196.0667550974989 6229.836162973474 440.2114005305854 -202.7604642187703 6359.695336914371 3311.046595145122 -986.436648578408 5361.393088041296 4975.937152315116 -997.4607699830977 3863.385061048479
-29.32422077745042 -49.48140882133232 6377.876946259983 -571.7108994062651 -28.11336179193094 6352.3994638063 4880.132410558525 -3978.777492597133 1016.985733034847 -253.4856029602425 566.9103999089607 6347.832725343718 3590.979931604264 -4194.569918084843 3192.34537518904 -64.65341222537265 667.7254807257499 6342.758491386448 -1353.263415389322 -196.0667550974989 6229.836162973476 440.2114005305855 -202.7604642187704 6359.695336914372 3311.046595145124 -986.4366485784084 5361.393088041298 4975.937152315117 -997.4607699830983 3863.38506104848
-29.32422077745083 -49.48140882133224 6377.876946259981 -571.7108994062651 -28.11336179193094 6352.399463806298 4880.132410558522 -3978.777492597131 1016.985733034846 -253.4856029602426 566.9103999089606 6347.832725343716 3590.979931604262 -4194.569918084843 3192.345375189038 -64.65341222537297 667.7254807257499 6342.758491386447 -1353.263415389321 -196.0667550974989 6229.836162973474 440.2114005305847 -202.7604642187702 6359.695336914369 3311.046595145121 -986.4366485784076 5361.393088041295 4975.937152315115 -997.4607699830975 3863.385061048478
-29.32422077745058 -49.48140882133231 6377.876946259982 -571.7108994062648 -28.11336179193108 6352.399463806297 4880.132410558521 -3978.777492597133 1016.985733034846 -253.4856029602422 566.9103999089609 6347.832725343717 3590.979931604261 -4194.569918084843 3192.345375189039 -64.65341222537262 667.7254807257501 6342.758491386448 -1353.263415389321 -196.0667550974991 6229.836162973474 440.211400530585 -202.7604642187702 6359.695336914371 3311.046595145121 -986.4366485784077 5361.393088041297 4975.937152315115 -997.4607699830975 3863.385061048479
-29.32422077745102 -49.4814088213322 6377.876946259978 -571.7108994062653 -28.11336179193093 6352.399463806295 4880.132410558522 -3978.777492597132 1016.985733034846 -253.4856029602429 566.9103999089607 6347.832725343715 3590.979931604262 -4194.569918084843 3192.345375189037 -64.65341222537316 667.72548072575 6342.758491386445 -1353.263415389322 -196.066755097499 6229.836162973473 440.2114005305847 -202.7604642187702 6359.695336914368 3311.046595145121 -986.4366485784077 5361.393088041295 4975.937152315113 -997.4607699830974 3863.385061048477
-29.32422077745078 -49.48140882133227 6377.876946259982 -571.7108994062654 -28.11336179193096 6352.399463806297 4880.132410558525 -3978.777492597133 1016.985733034846 -253.4856029602426 566.9103999089609 6347.832725343716 3590.979931604264 -4194.569918084845 3192.345375189039 -64.65341222537296 667.7254807257501 6342.758491386446 -1353.263415389322 -196.066755097499 6229.836162973475 440.2114005305851 -202.7604642187703 6359.695336914371 3311.046595145122 -986.436648578408 5361.393088041296 4975.937152315117 -997.460769983098 3863.385061048479
-29.32422077745018 -49.48140882133242 6377.876946259983 -571.7108994062648 -28.1133617919311 6352.399463806299 4880.132410558524 -3978.777492597133 1016.985733034847 -253.485602960242 566.9103999089607 6347.832725343718 3590.979931604263 -4194.569918084843 3192.34537518904 -64.65341222537234 667.7254807257499 6342.758491386448 -1353.263415389321 -196.0667550974993 6229.836162973475 440.2114005305856 -202.7604642187704 6359.695336914371 3311.046595145122 -986.436648578408 5361.393088041299 4975.937152315116 -997.4607699830976 3863.385061048481
-29.32422077745062 -49.48140882133229 6377.876946259979 -571.7108994062651 -28.11336179193102 6352.399463806295 4880.132410558523 -3978.777492597133 1016.985733034846 -253.4856029602423 566.9103999089607 6347.832725343716 3590.979931604263 -4194.569918084844 3192.345375189038 -64.65341222537265 667.7254807257502 6342.758491386446 -1353.263415389321 -196.0667550974992 6229.836162973472 440.211400530585 -202.7604642187702 6359.695336914369 3311.046595145122 -986.4366485784079 5361.393088041295 4975.937152315115 -997.4607699830975 3863.385061048478
-29.32422077745037 -49.48140882133235 6377.876946259982 -571.7108994062648 -28.11336179193108 6352.399463806298 4880.132410558523 -3978.777492597132 1016.985733034847 -253.4856029602421 566.9103999089606 6347.832725343716 3590.979931604262 -4194.569918084843 3192.34537518904 -64.65341222537249 667.7254807257499 6342.758491386448 -1353.263415389321 -196.0667550974992 6229.836162973474 440.2114005305853 -202.7604642187703 6359.69533691437 3311.046595145122 -986.4366485784077 5361.393088041297 4975.937152315114 -997.4607699830972 3863.385061048479
-29.32422077745082 -49.48140882133227 6377.87694625998 -571.7108994062651 -28.11336179193103 6352.399463806298 4880.132410558521 -3978.777492597133 1016.985733034846 -253.4856029602425 566.9103999089609 6347.832725343716 3590.979931604261 -4194.569918084845 3192.345375189039 -64.65341222537288 667.7254807257501 6342.758491386448 -1353.263415389321 -196.0667550974993 6229.836162973475 440.2114005305848 -202.7604642187702 6359.69533691437 3311.046595145121 -986.4366485784078 5361.393088041297 4975.937152315114 -997.4607699830975 3863.385061048479
-29.32422077745091 -49.48140882133221 6377.876946259982 -571.7108994062654 -28.11336179193093 6352.399463806299 4880.132410558523 -3978.777492597132 1016.985733034846 -253.4856029602427 566.9103999089608 6347.832725343719 3590.979931604262 -4194.569918084843 3192.345375189039 -64.653412225373 667.7254807257501 6342.758491386448 -1353.263415389322 -196.0667550974989 6229.836162973475 440.2114005305849 -202.7604642187702 6359.695336914372 3311.046595145122 -986.4366485784077 5361.393088041298 4975.937152315115 -997.4607699830975 3863.38506104848
-29.32422077745069 -49.48140882133229 6377.87694625998 -571.7108994062652 -28.11336179193104 6352.399463806297 4880.132410558524 -3978.777492597133 1016.985733034846 -253.4856029602425 566.9103999089608 6347.832725343716 3590.979931604263 -4194.569918084844 3192.345375189039 -64.65341222537275 667.72548072575 6342.758491386448 -1353.263415389321 -196.0667550974993 6229.836162973474 440.2114005305851 -202.7604642187702 6359.69533691437 3311.046595145122 -986.4366485784078 5361.393088041296 4975.937152315116 -997.4607699830975 3863.385061048479
-29.32422077745079 -49.48140882133227 6377.876946259982 -571.7108994062654 -28.11336179193083 6352.399463806299 4880.132410558524 -3978.777492597134 1016.985733034846 -253.4856029602427 566.9103999089609 6347.832725343718 3590.979931604264 -4194.569918084844 3192.345375189039 -64.65341222537305 667.7254807257501 6342.758491386449 -1353.263415389322 -196.0667550974987 6229.836162973475 440.211400530585 -202.7604642187704 6359.695336914372 3311.046595145123 -986.4366485784087 5361.393088041298 4975.937152315117 -997.4607699830988 3863.385061048479
-29.32422077745089 -49.48140882133221 6377.87694625998 -571.7108994062655 -28.11336179193087 6352.399463806296 4880.132410558522 -3978.777492597132 1016.985733034846 -253.4856029602427 566.9103999089607 6347.832725343716 3590.979931604263 -4194.569918084843 3192.345375189038 -64.65341222537302 667.72548072575 6342.758491386447 -1353.263415389322 -196.0667550974988 6229.836162973473 440.2114005305847 -202.7604642187701 6359.695336914369 3311.046595145122 -986.4366485784076 5361.393088041295 4975.937152315114 -997.4607699830974 3863.385061048479
